tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
763,flightexplorer,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
764,,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
765,,AA-1007-MIA-PHX,4:55 p.m.,,11:55 p.m.,
766,,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
767,flightexplorer,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
768,flightexplorer,AA-1221-MCO-ORD,,8:23 p.m.,9:45 p.m.,9:53 p.m.
769,fmightexplorer,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,7:10 p.m.,1:40 p.m.
770,,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
771,flightexplorer,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,7:00 a.m.,4:17 p.m.
772,flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
773,flightexplorer,AA-3823-LAX-DEN,4:05 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
774,,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:25 a.m.,11:50 p.m.
775,fgightexplorer,AA-2268-PHX-ORD,6:59 a.m.,7:22 a.m.,11:40 a.m.,10:04 a.m.
776,AA-4330-CVG-ORD,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,6:00 a.m.,11:44 a.m.
777,,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
778,fyightexplorer,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
779,,UA-828-SFO-ORD,,11:08 p.m.,5:11 a.m.,5:11 a.m.
780,flightexplorer,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,12:30 p.m.,6:40 p.m.
781,flightexplorer,CO-1561-PHX-IAH,1:39 p.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
782,flightexplorer,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,7:25 a.m.,3:43 p.m.
783,flightexplorer,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
784,,UA-233-LAX-JFK,4:25 p.m.,,12:29 a.m.,
785,flightexplorer,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
786,flightexplorer,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
787,flightexplorer,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,11:05 a.m.,3:13 p.m.
788,fcightexplorer,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
789,,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
790,AA-3859-IAH-ORD,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
791,flightexplorer,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
792,flightexplorer,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
793,CO-4888-IAH-DAL,AA-2050-ORD-MIA,2:35 p.m.,11:05 a.m.,9:15 a.m.,2:46 p.m.
794,Cx-1694-LAX-IAH,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
795,,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
796,mia,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
797,,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,6:00 a.m.,11:06 a.m.
798,UA-5487-SFO-MRY,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,12:15 p.m.,3:21 p.m.
799,djw,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,8:41 a.m.,3:30 p.m.
800,dfw,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,2:35 p.m.,11:50 p.m.
801,AA-616-DFW-DTW,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,11:55 p.m.,4:09 p.m.
802,,AA-400-DFW-JFK,8:00 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
803,dfw,AA-484-DFW-MIA,,4:29 p.m.,7:55 p.m.,7:39 p.m.
804,,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:40 a.m.,10:29 p.m.
805,CO-1614-LAX-IAH,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
806,,AA-1640-MIA-MCO,,6:30 p.m.,7:25 p.m.,7:25 p.m.
807,mco,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
808,mco,AA-204-LAX-MCO,,11:25 p.m.,7:15 a.m.,6:55 a.m.
809,,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
810,orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
811,mxo,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
812,,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
813,flights,CO-1586-IAH-MCO,2:20 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
814,,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
815,flytecomm,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
816,flights,UA-3925-IAD-ORF,9:35 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
817,flights,AA-1733-ORD-PHX,7:45 p.m.,,7:10 a.m.,
818,flights,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,8:29 a.m.,3:16 p.m.
819,,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,11:40 a.m.,5:17 p.m.
820,flights,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,7:10 a.m.,3:31 p.m.
821,CO-89-IAH-EWR,UA-5487-SFO-MRY,5:55 p.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
822,,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
823,,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
824,flights,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
825,flights,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
826,flights,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
827,flights,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
828,flights,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
829,Ao-431-MIA-SFO,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
830,flights,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,8:15 a.m.,9:45 a.m.
831,flights,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
832,flights,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
833,flights,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
834,flights,CO-1561-PHX-IAH,3:50 p.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
835,flights,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,9:45 a.m.,4:47 p.m.
836,,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,11:55 p.m.,4:09 p.m.
837,UA-2704-DTW-PHX,CO-1023-IAH-DEN,,11:56 a.m.,1:17 p.m.,1:14 p.m.
838,flylouisville,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
839,fqights,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
840,flylouisville,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
841,,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
842,flights,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
843,flights,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,8:41 a.m.,3:30 p.m.
844,flights,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,8:05 a.m.,1:30 p.m.
845,,UA-382-IAD-LAX,,12:35 p.m.,3:19 p.m.,3:21 p.m.
846,flights,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
847,flights,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
848,flights,UA-2945-PHL-CLT,12:55 p.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
849,UA-938-DEN-ORD,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:35 a.m.,8:03 p.m.
850,flights,AA-2312-DFW-DTW,7:10 p.m.,8:25 p.m.,9:05 a.m.,9:52 p.m.
851,flights,AA-2050-ORD-MIA,2:59 p.m.,11:05 a.m.,9:15 a.m.,2:46 p.m.
852,AA-616-DFW-DTW,UA-248-PHX-ORD,12:18 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
853,,AA-4330-CVG-ORD,,3:36 p.m.,7:10 a.m.,3:33 p.m.
854,flights,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
855,flylouisville,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
856,flights,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
857,AA-3842-MSP-ORD,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
858,UA-2708-EWR-CLT,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
859,AA-1434-DFW-MCO,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
860,flylouisville,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
861,fwights,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
862,flights,AA-1007-MIA-PHX,2:45 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
863,fkights,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
864,flights,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
865,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
866,flights,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
867,flights,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
868,Up-3925-IAD-ORF,AA-400-DFW-JFK,8:00 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
869,,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
870,flights,AA-3756-ORD-SLC,,12:41 p.m.,9:15 a.m.,2:50 p.m.
871,UA-257-JFK-SFO,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
872,UA-2906-PHL-MCO,AA-1522-SFO-ORD,12:10 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
873,AA-431-MIA-SFO,UA-233-LAX-JFK,2:45 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
874,UA-3515-IAD-MSP,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
875,panynj,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
876,flights,AA-1165-JFK-MIA,1:39 p.m.,7:22 a.m.,10:34 a.m.,11:06 a.m.
877,flights,AA-431-MIA-SFO,10:34 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
878,,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
879,flights,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,8:05 a.m.,3:50 p.m.
880,,CO-1250-MIA-IAH,12:15 a.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
881,flights,UA-6273-YYC-SFO,12:55 p.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
882,AA-1664-MIA-ATL,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
883,Ai-3063-SLC-LAX,CO-4888-IAH-DAL,5:30 p.m.,,,
884,flights,UA-248-PHX-ORD,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
885,Uj-2704-DTW-PHX,UA-2704-DTW-PHX,6:46 p.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
886,AA-2312-DFW-DTW,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
887,,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
888,,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
889,fyights,UA-1500-IAH-GUA,8:55 a.m.,,11:45 a.m.,
890,,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
891,flights,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
892,flights,AA-2525-DFW-MIA,,7:22 a.m.,11:35 a.m.,11:06 a.m.
893,fhights,AA-4277-CVG-JFK,,12:10 p.m.,2:15 p.m.,1:43 p.m.
894,flights,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
895,gofox,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
896,flights,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,11:05 a.m.,3:13 p.m.
897,flights,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:39 a.m.,10:16 a.m.
898,,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,8:00 a.m.,6:43 p.m.
899,flights,AA-3979-CVG-ORD,,8:04 a.m.,8:00 a.m.,8:06 a.m.
900,ftights,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,,4:56 p.m.
901,,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,12:00 p.m.,6:15 p.m.
902,foights,AA-271-MIA-LAX,7:03 p.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
903,flights,AA-2525-DFW-MIA,,7:39 a.m.,11:10 a.m.,11:06 a.m.
904,flights,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
905,flights,UA-3099-PHX-PHL,3:19 p.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
906,CO-1614-LAX-IAH,AA-4198-ORD-CLE,2:45 p.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
907,,AA-404-MIA-MCO,1:39 p.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
908,,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
909,flights,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
910,flights,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,12:00 a.m.,11:06 a.m.
911,flights,AA-222-LAX-BOS,,7:31 a.m.,3:30 p.m.,3:14 p.m.
912,flightarrival,AA-3859-IAH-ORD,,7:16 a.m.,9:40 a.m.,9:32 a.m.
913,flytecomm,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
914,flylouisville,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
915,,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
916,flightarrival,UA-414-LAX-SFO,,5:56 a.m.,7:23 a.m.,7:17 a.m.
917,flightarrival,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
918,flightarrival,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
919,AA-1733-ORD-PHX,CO-1090-BOS-IAH,5:00 p.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
920,,AA-3468-CVG-MIA,1:40 p.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
921,,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
922,flylouisville,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
923,flightarrival,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
924,flightarrival,AA-1279-DFW-PHX,,2:04 p.m.,8:41 a.m.,3:30 p.m.
925,flightarrival,AA-404-MIA-MCO,,6:57 a.m.,8:41 a.m.,7:40 a.m.
926,,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
927,flightarrival,CO-50-CLE-EWR,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
928,AA-2050-ORD-MIA,AA-616-DFW-DTW,9:05 a.m.,,2:55 p.m.,
929,flightarrival,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
930,flightarrival,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,9:15 a.m.,2:46 p.m.
931,flightarrival,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
932,flightarrival,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
933,,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
934,faightarrival,CO-1193-EWR-MCO,9:15 a.m.,,12:18 p.m.,
935,fcightarrival,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
936,feightarrival,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,11:25 p.m.,7:36 p.m.
937,fmightarrival,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
938,Ax-3786-IAH-ORD,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
939,flightarrival,UA-2515-DFW-CLT,9:10 p.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
940,,AA-400-DFW-JFK,,11:01 a.m.,2:59 p.m.,3:04 p.m.
941,flightarrival,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
942,,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,11:25 p.m.,4:17 p.m.
943,fwightarrival,UA-233-LAX-JFK,,4:25 p.m.,12:29 a.m.,12:29 a.m.
944,,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
945,UA-37-EDI-EWR,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
946,flightarrival,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
947,flightarrival,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
948,,UA-828-SFO-ORD,,11:08 p.m.,5:11 a.m.,5:11 a.m.
949,frightarrival,CO-4888-IAH-DAL,,5:30 p.m.,12:30 p.m.,6:40 p.m.
950,flightarrival,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
951,flightarrival,ttavelocity,2:15 p.m.,,1:40 p.m.,
952,flightarrival,AA-3063-SLC-LAX,8:20 p.m.,,9:20 p.m.,
953,,AA-1664-MIA-ATL,,10:18 a.m.,12:10 p.m.,11:56 a.m.
954,fsightarrival,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
955,AA-446-DFW-PHL,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
956,flightarrival,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
957,fpightarrival,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
958,flightarrival,AA-4277-CVG-JFK,7:45 a.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
959,flightarrival,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
960,gofox,CO-1193-EWR-MCO,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
961,,UA-854-SFO-IAH,,7:49 a.m.,1:39 p.m.,1:30 p.m.
962,flightarrival,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
963,fwightarrival,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,,4:56 p.m.
964,,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,12:00 p.m.,6:15 p.m.
965,flightarrival,foxbusiness,8:40 a.m.,,,
966,fqightarrival,AA-4198-ORD-CLE,2:45 p.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
967,flightarrival,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
968,flightarrival,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
969,,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
970,,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
971,flylouisville,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
972,CO-62-IAH-EWR,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
973,flightwise,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
974,fdightwise,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
975,fcightwise,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
976,flylouisville,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
977,flightwise,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
978,flightwise,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,11:05 a.m.,3:13 p.m.
979,flightwise,AA-2312-DFW-DTW,,8:25 p.m.,11:50 p.m.,11:50 p.m.
980,AA-3979-CVG-ORD,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
981,flightwise,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
982,Ac-3979-CVG-ORD,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,11:25 a.m.,6:15 p.m.
983,,AA-2312-DFW-DTW,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
984,orbitz,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,6:00 a.m.,10:36 a.m.
985,flightwise,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,7:10 a.m.,3:33 p.m.
986,flightwise,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
987,flightwise,AA-59-JFK-SFO,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
988,UA-37-EWR-MCO,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
989,,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,8:00 a.m.,6:43 p.m.
990,travelocity,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
991,travelocity,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
992,travelocity,CO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
993,foxbusiness,UA-3925-IAD-ORF,2:35 p.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
994,CO-89-IAH-EWR,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
995,UA-2830-MCO-CLT,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
996,UA-828-SFO-ORD,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
997,travelocity,AA-1917-JFK-MCO,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
998,AA-271-MIA-LAX,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
999,,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
1000,,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
1001,Aw-4307-ORD-DTW,AA-3756-ORD-SLC,,12:41 p.m.,9:15 a.m.,2:50 p.m.
1002,travelocity,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
1003,travelocity,AA-3468-CVG-MIA,7:00 a.m.,,,
1004,tfavelocity,flightaware,8:15 a.m.,,10:06 a.m.,
1005,,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
1006,tbavelocity,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
1007,travelocity,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,11:55 p.m.,4:09 p.m.
1008,Cm-1586-IAH-MCO,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
1009,Uw-2945-PHL-CLT,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
1010,travelocity,CO-89-IAH-EWR,,6:02 a.m.,10:20 a.m.,10:27 a.m.
1011,travelocity,CO-1088-CLE-IAH,8:40 a.m.,,10:54 a.m.,
1012,travelocity,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,12:00 a.m.,1:40 p.m.
1013,tjavelocity,Aa-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
1014,travelocity,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,11:45 a.m.,11:56 a.m.
