ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
316,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36420.0,montgomery,2562358900.0,acute care hospitals,proprietary,yes,heart attack,scip-vte-1,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,14 patients,al_ami-3
317,10043.0,stringfellow memorial hospital,301 east 18th st,nan,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,29 patients,al_ami-4
318,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36854.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,93%,67 patients,al_ami-5
319,20017.0,stringfellow memorial hospital,301 east 18th st,nan,empty,anniston,al,36784.0,calhoun,3347742601.0,nan,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0%,1 patients,al_pn-5c
320,10044.0,stringfellow memorial hospital,301 east 18th st,nan,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,87%,15 patients,al_ami-8a
321,10038.0,stringfellow memorial hospital,702 n main st,empty,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,surgical infection prevention,hf-1,heart failure patients given discharge instructions,87%,142 patients,al_hf-1
322,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201.0,calhoun,9075436300.0,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,157 patients,al_hf-2
323,10038.0,stringfellow memorial hospital,849 south three notch street,empty,empty,anniston,al,36201.0,calhoun,3343353374.0,nan,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,49 patients,al_hf-3
324,10038.0,stringfellow memorial hospital,301 east 18th st,nan,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,heart failure,pn-7,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
325,10038.0,shelby baptist medical center,po box 287,empty,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,110 patients,al_pn-2
326,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201.0,randolph,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,102 patients,al_pn-3b
327,10038.0,stringfellow memorial hospital,810 st vincents drive,empty,empty,anniston,al,36201.0,calhoun,3343762205.0,nan,proprietary,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,83 patients,al_pn-4
328,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97%,145 patients,al_pn-5c
329,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201.0,calhoun,3342228466.0,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,99 patients,al_pn-6
330,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,tallassee,al,36201.0,calhoun,2562358900.0,acute care hospitals,voluntary non-profit - private,nan,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,91%,87 patients,al_pn-7
331,10038.0,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201.0,calhoun,2562358900.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,23 patients,al_scip-card-2
332,10055.0,flowers hospital,4370 west main street,empty,nan,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,nan,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,nan,342 patients,al_hf-2
333,10055.0,flowers hospital,4370 west main street,empty,nan,dothan,al,36305.0,montgomery,3347935000.0,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,nan,al_hf-3
334,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,62 patients,al_hf-4
335,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,nan,al_pn-2
336,10055.0,flowers hospital,4370 west main street,empty,nan,dothan,al,36305.0,houston,3347935000.0,nan,proprietary,yes,pneumonia,pn-6,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,152 patients,al_pn-3b
337,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,talladega,3347935000.0,nan,proprietary,nan,pneumonia,scip-inf-3,pneumonia patients given smoking cessation advice/counseling,100%,77 patients,al_pn-4
338,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,pn-5c,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,146 patients,al_pn-5c
339,10055.0,flowers hospital,4370 west main street,empty,empty,wedowee,al,36305.0,houston,3347935000.0,nan,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),99%,112 patients,al_pn-6
340,10055.0,flowers hospital,4370 west main street,nan,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,87%,128 patients,al_pn-7
341,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,morgan,3347935000.0,acute care hospitals,proprietary,nan,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,147 patients,al_scip-card-2
342,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,950 patients,al_scip-inf-1
343,10055.0,flowers hospital,4370 west main street,empty,nan,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,nan,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,957 patients,al_scip-inf-2
344,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,nan,proprietary,yes,surgical infection prevention,pn-6,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),nan,882 patients,al_scip-inf-3
345,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,165 patients,al_scip-inf-4
346,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,nan,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),nan,1295 patients,al_scip-inf-6
347,10055.0,flowers hospital,4370 west main street,empty,empty,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,497 patients,al_scip-vte-1
348,10055.0,flowers hospital,4370 west main street,empty,nan,dothan,al,36305.0,houston,3347935000.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,nan,nan,al_scip-vte-2
349,10056.0,st vincents hospital,810 st vincents drive,empty,nan,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,97%,nan,al_ami-1
350,10056.0,st vincents hospital,810 st vincents drive,empty,empty,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,98%,260 patients,al_ami-2
351,10056.0,st vincents hospital,810 st vincents drive,empty,empty,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,41 patients,al_ami-3
352,10056.0,st vincents hospital,810 st vincents drive,nan,empty,birmingham,al,35205.0,jefferson,2059397000.0,nan,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,90%,63 patients,al_ami-4
353,10056.0,st vincents hospital,810 st vincents drive,nan,empty,birmingham,al,35205.0,jefferson,2059397000.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,242 patients,al_ami-5
354,10085.0,decatur general hospital,1201 7th street se,empty,empty,decatur,al,35609.0,morgan,2563412000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,87%,205 patients,al_scip-vte-2
355,10086.0,northwest medical center,1530 u s highway 43,nan,empty,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,10 patients,al_ami-1
356,10086.0,northwest medical center,1530 u s highway 43,empty,empty,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,7 patients,al_scip-vte-1
357,10086.0,northwest medical center,1530 u s highway 43,nan,empty,winfield,al,36617.0,randolph,2054877736.0,nan,proprietary,nan,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
358,10086.0,northwest medical center,1530 u s highway 43,empty,empty,winfield,al,35594.0,marion,2054877736.0,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-3,heart attack patients given smoking cessation advice/counseling,100%,1 patients,al_ami-4
